2025-08-04 00:49:46,34.7,3689,231018,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:47,34.7,3689,242004,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:48,34.7,3689,665894,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:49,34.7,3689,510864,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:50,34.7,3689,462646,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:51,34.7,3689,390014,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:52,34.7,3689,432434,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:53,34.7,3689,424499,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:54,34.7,3689,446472,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:56,34.7,3689,560608,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:57,34.7,3689,401611,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:58,34.7,3689,446777,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:49:59,34.7,3689,225830,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:00,34.7,3689,552368,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:01,34.7,3689,930786,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:02,34.7,3689,390625,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:03,34.7,3689,346985,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:04,34.7,3689,346374,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:05,34.7,3689,545349,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:06,34.7,3689,1010742,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:07,34.7,3689,250854,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:08,34.7,3689,205993,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:09,34.7,3689,197143,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:11,34.7,3689,315551,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:12,34.7,3689,206909,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:13,34.7,3689,220642,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:14,34.7,3689,520019,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:15,34.7,3689,292053,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:16,34.7,3689,208130,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:17,34.7,3689,405884,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:18,34.7,3689,292053,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:19,34.7,3689,292663,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:20,34.7,3689,277099,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:21,34.7,3689,256347,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:22,34.7,3689,404053,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:23,34.7,3689,339966,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:24,34.7,3689,338135,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:25,34.7,3689,368652,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:26,34.7,3689,393982,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:28,34.7,3689,295105,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:29,34.7,3689,432129,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:30,34.7,3689,367431,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:31,34.7,3689,343933,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:32,34.7,3689,409851,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:33,34.7,3689,335388,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:34,34.7,3689,221252,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:35,34.7,3689,266723,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:36,34.7,3689,322571,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:37,34.7,3689,468750,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:38,34.7,3689,353088,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:39,34.7,3689,583191,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:40,34.7,3689,223083,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:41,34.7,3689,305176,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:42,34.7,3689,205993,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:43,34.7,3689,337524,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:44,34.7,3689,303344,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:45,34.7,3689,288086,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:47,34.7,3689,256958,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:48,34.7,3689,259094,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:49,34.7,3689,236816,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:50,34.7,3689,357971,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:51,34.7,3689,257873,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:52,34.7,3689,281677,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:53,34.7,3689,209655,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:54,34.7,3689,215759,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:55,34.7,3689,292053,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:56,34.7,3689,301513,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:57,34.7,3689,266418,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:58,34.7,3689,270385,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:50:59,34.7,3689,240783,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:01,34.7,3689,382080,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:02,34.7,3689,343628,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:03,34.7,3689,253906,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:04,34.7,3689,251770,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:05,34.7,3689,1111145,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:06,34.7,3689,435486,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:07,34.7,3689,390014,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:08,34.7,3689,343017,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:09,34.7,3689,718079,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:10,34.7,3689,718994,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:11,34.7,3689,388489,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:12,34.7,3689,499878,23,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:13,34.7,3634,407409,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:14,34.7,3634,471191,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:15,34.7,3634,274658,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:17,34.7,3634,206604,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:18,34.7,3634,350342,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:19,34.7,3634,617676,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:20,34.7,3634,513916,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:21,34.7,3634,486145,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:22,34.7,3634,311584,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:23,34.7,3634,433655,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:24,34.7,3634,278930,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:25,34.7,3634,346985,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:26,34.7,3634,231628,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:27,34.7,3634,213012,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:28,34.7,3634,250244,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:29,34.7,3634,688782,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:30,34.7,3634,257263,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:31,34.7,3634,347900,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:33,34.7,3634,311279,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:34,34.7,3634,612793,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:35,34.7,3634,407715,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:36,34.7,3634,227661,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:37,34.7,3634,373230,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:38,34.7,3634,262146,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:39,34.7,3634,299072,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:40,34.7,3634,489807,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:41,34.7,3634,309753,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:42,34.7,3634,747070,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:43,34.7,3634,290222,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:44,34.7,3634,549621,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:45,34.7,3634,482178,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:46,34.7,3634,242920,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:47,34.7,3634,211792,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:48,34.7,3634,355224,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:49,34.7,3634,213318,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:50,34.7,3634,211181,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:52,34.7,3634,244445,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:53,34.7,3634,285644,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:54,34.7,3634,211792,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:55,34.7,3634,294494,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:56,34.7,3634,903931,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:57,34.7,3634,661621,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:58,34.7,3634,561218,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:51:59,34.7,3634,714417,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:00,34.7,3634,676575,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:01,34.7,3634,635986,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:02,34.7,3634,700989,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:03,34.7,3634,619507,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:04,34.7,3634,670471,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:05,34.7,3634,556030,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:06,34.7,3634,731201,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
